"binomial","genus","length","body.mass","db"
"Typhlocharis navarica","Typhlocharis",1,NA,"carabid"
"Typhlocharis outereloi","Typhlocharis",1,NA,"carabid"
"Typhlocharis pacensis","Typhlocharis",0.5,NA,"carabid"
"Typhlocharis peregrina","Typhlocharis",1,NA,"carabid"
"Typhlocharis portilloi","Typhlocharis",1,NA,"carabid"
"Typhlocharis quadridentata","Typhlocharis",1,NA,"carabid"
"Typhlocharis santschii","Typhlocharis",1,NA,"carabid"
"Typhlocharis silvanoides","Typhlocharis",1.5,NA,"carabid"
"Typhlocharis simoni ","Typhlocharis",1,NA,"carabid"
"Typhlocharis toribioi ","Typhlocharis",1,NA,"carabid"
"Typhlocharis wrasei ","Typhlocharis",1,NA,"carabid"
"Typhlops minuisquamus","Typhlops",268.3,16.5,"snakes"
"Typhlops reticulatus","Typhlops",252.1,22,"snakes"
"Typhlops tasymicris","Typhlops",227,1.9,"snakes"
"Typhlops vermicularis","Typhlops",189.7,2.2,"snakes"
"Typhloreicheia andreinii","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia boffai","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia damone","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia denticulata ","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia doderoi","Typhloreicheia",2.5,NA,"carabid"
"Typhloreicheia elegans","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia fancelloi","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia fausti","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia henroti","Typhloreicheia",3,NA,"carabid"
"Typhloreicheia ilvensis","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia jucunda","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia kraussei","Typhloreicheia",2.5,NA,"carabid"
"Typhloreicheia maginii","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia mingazzinii","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia minima","Typhloreicheia",1,NA,"carabid"
"Typhloreicheia monticola","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia montisneronis","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia nevesi","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia occulta","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia pandora","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia parallela","Typhloreicheia",1.5,NA,"carabid"
"Typhloreicheia praecox","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia raymondi","Typhloreicheia",3,NA,"carabid"
"Typhloreicheia sardoa","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia usslaubi","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia valeriae","Typhloreicheia",2,NA,"carabid"
"Typhloreicheia zoiai","Typhloreicheia",2,NA,"carabid"
"Typhlotrechus bilimekii","Typhlotrechus",7,NA,"carabid"
"Typhlotrechus velebiticus ","Typhlotrechus",4,NA,"carabid"
"Typsiharpalus azruensis","Typsiharpalus",10,NA,"carabid"
"Typsiharpalus punctatipennis","Typsiharpalus",7,NA,"carabid"
"Tyrannus caudifasciatus","Tyrannus",NA,44.4,"avian"
"Tyrannus couchii","Tyrannus",NA,39,"avian"
"Tyrannus crassirostris","Tyrannus",NA,55.65,"avian"
"Tyrannus dominicensis","Tyrannus",NA,43.8,"avian"
"Tyrannus forficatus","Tyrannus",NA,39.3,"avian"
"Tyrannus melancholicus","Tyrannus",NA,37.55,"avian"
"Tyrannus savana","Tyrannus",NA,29.8666666666667,"avian"
"Tyrannus tyrannus","Tyrannus",NA,37.8,"anAge"
"Tyrannus tyrannus","Tyrannus",NA,42.2,"avian"
"Tyrannus verticalis","Tyrannus",NA,40.7,"anAge"
"Tyrannus verticalis","Tyrannus",NA,37.9,"avian"
"Tyrannus vociferans","Tyrannus",NA,43.2,"avian"
"Tyto alba","Tyto",NA,580,"anAge"
"Tyto alba","Tyto",NA,353,"avian"
"Tyto alba","Tyto",NA,403.645393,"sibly"
"Tyto capensis","Tyto",NA,419,"avian"
"Tyto multipunctata","Tyto",NA,463.5,"avian"
"Tyto novaehollandiae","Tyto",NA,553.1,"avian"
"Tyto tenebricosa","Tyto",NA,689.5,"avian"
"Uloma culinaris","Uloma",10,NA,"teneb"
"Uloma cypraea","Uloma",8.5,NA,"teneb"
"Uloma picea","Uloma",6,NA,"teneb"
"Uloma rufa","Uloma",8.5,NA,"teneb"
"Uma inornata","Uma",124,17.3,"jzo"
"Uma notata","Uma",103,26.9,"jzo"
"Uma scoparia","Uma",83.43,17.5,"jzo"
"Umbra limi","Umbra",NA,1.29,"brose"
"Umbra limi","Umbra",81.5,NA,"fishbase"
"Uncia uncia","Uncia",NA,50000,"anAge"
"Uncia uncia","Uncia",1146.57,32500,"Pantheria"
"Unclassified flagellates","Unclassified",NA,3.46e-10,"brose"
"Unclassified microflagellates","Unclassified",NA,1.02e-10,"brose"
"Underwoodisaurus milii","Underwoodisaurus",88,9.6,"jzo"
"unknown species","unknown",NA,0.01275,"ehnes"
"Uperoleia lithomoda","Uperoleia",25,NA,"brose"
"Uperoleia mimula","Uperoleia",20,NA,"brose"
"Upis ceramboides","Upis",17,NA,"teneb"
"Upupa epops","Upupa",NA,67.1,"anAge"
"Upupa epops","Upupa",NA,66.2,"avian"
"Upupa epops","Upupa",NA,66.98846094,"sibly"
"Uracanthella punctisetae","Uracanthella",3.8,0.00051,"lw.misc"
"Uracentron flaviceps","Uracentron",107.3,38.8,"jzo"
"Uraeginthus angolensis","Uraeginthus",NA,10.8,"avian"
"Uraeginthus bengalus","Uraeginthus",NA,9.9,"avian"
"Uraeginthus cyanocephalus","Uraeginthus",NA,9.75,"avian"
"Uraeginthus granatina","Uraeginthus",NA,11.8,"avian"
"Uraeginthus ianthinogaster","Uraeginthus",NA,14.1,"avian"
"Uranomys ruddi","Uranomys",92.95,35.48,"Pantheria"
"Uranoscodon superciliosus","Uranoscodon",108.93,49.9,"jzo"
"Uria aalge","Uria",NA,974,"anAge"
"Uria aalge","Uria",NA,983,"avian"
"Uria aalge","Uria",NA,990.8319449,"sibly"
"Uria lomvia","Uria",NA,976.5,"anAge"
"Uria lomvia","Uria",NA,944.5,"avian"
"Uria lomvia","Uria",NA,963.8290236,"sibly"
"Uristes gigas","Uristes",27,NA,"brose"
"Urnisiella sp.","Urnisiella",28,NA,"brose"
"Urocitellus beldingi","Urocitellus",NA,291.85,"anAge"
"Urocitellus richardsonii","Urocitellus",NA,304.4,"anAge"
"Urocolius indicus","Urocolius",NA,55.9,"avian"
"Urocolius macrourus","Urocolius",NA,49.9,"avian"
"Urocyon cinereoargenteus","Urocyon",NA,4750,"anAge"
"Urocyon cinereoargenteus","Urocyon",601.7,3833.71,"Pantheria"
"Urocyon littoralis","Urocyon",NA,1890.7,"anAge"
"Urocyon littoralis","Urocyon",471.23,1923,"Pantheria"
"Uroderma bilobatum","Uroderma",NA,16.28,"Pantheria"
"Uroderma magnirostrum","Uroderma",NA,17.3,"Pantheria"
"Urogale everetti","Urogale",NA,305.3,"anAge"
"Urogale everetti","Urogale",195,300.79,"Pantheria"
"Urolais epichlora","Urolais",NA,11.15,"avian"
"Uromastyx acanthinura","Uromastyx",400,600,"jzo"
"Uromastyx aegyptia","Uromastyx",318.7,851.5,"jzo"
"Uromastyx dispar","Uromastyx",231.6,500,"jzo"
"Uromastyx hardwickii","Uromastyx",178,130.1,"jzo"
"Uromastyx ornata","Uromastyx",152.75,132.1,"jzo"
"Uromys anak","Uromys",310.32,745.38,"Pantheria"
"Uromys caudimaculatus","Uromys",283.01,644.42,"Pantheria"
"Uromys hadrourus","Uromys",134.99,149.11,"Pantheria"
"Uromys imperator","Uromys",NA,1000,"Pantheria"
"Uromys neobritannicus","Uromys",NA,612.49,"Pantheria"
"Uromys porculus","Uromys",216.22,287.54,"Pantheria"
"Uromys rex","Uromys",260.03,419.99,"Pantheria"
"Uromys siebersi","Uromys",275.19,576.86,"Pantheria"
"Urophycis floridana","Urophycis",250,118.228375285538,"fishbase"
"Urophycis regia","Urophycis",250,NA,"brose"
"Urophycis tenuis","Urophycis",NA,11550,"anAge"
"Urophycis tenuis","Urophycis",520,NA,"brose"
"Urophysis chuss","Urophysis",350,NA,"brose"
"Uropsalis segmentata","Uropsalis",NA,41.3,"avian"
"Uropsilus investigator","Uropsilus",75,13.52,"Pantheria"
"Uropsilus soricipes","Uropsilus",72.69,16,"Pantheria"
"Urosaurus bicarinatus","Urosaurus",44.6,3,"jzo"
"Urosaurus graciosus","Urosaurus",48.7,3.5,"jzo"
"Urosaurus nigricaudus","Urosaurus",40,3.2,"jzo"
"Urosaurus ornatus","Urosaurus",50.87,3.4,"jzo"
"Urotrichus talpoides","Urotrichus",89.99,18.2,"Pantheria"
"Urotriorchis macrourus","Urotriorchis",NA,491.5,"avian"
"Uroxys","",NA,1.4e-05,"lw.misc"
"Urozelotes rusticus","Urozelotes",NA,0.0525,"ehnes"
"Ursus americanus","Ursus",NA,154250,"anAge"
"Ursus americanus","Ursus",1380.87,110500,"Pantheria"
"Ursus arctos","Ursus",NA,277500,"anAge"
"Ursus arctos","Ursus",1484.07,196287.5,"Pantheria"
"Ursus maritimus","Ursus",NA,475000,"anAge"
"Ursus maritimus","Ursus",1992.55,371703.81,"Pantheria"
"Ursus thibetanus","Ursus",NA,103750,"anAge"
"Ursus thibetanus","Ursus",1505.7,99714.19,"Pantheria"
"Urticinopsis antarctica","Urticinopsis",150,NA,"brose"
"Uta stansburiana","Uta",46.17,3,"jzo"
"Uyttenboogaartia cribricollis","Uyttenboogaartia",4.76,NA,"teneb"
"Uyttenboogaartia punctipennis","Uyttenboogaartia",3.97,NA,"teneb"
"Vallonia costata","Vallonia",NA,0.000433,"brose"
"Vallonia pulchella","Vallonia",NA,0.000378,"brose"
"Valvata cristata","Valvata",NA,0.000133438179,"lw.misc"
"Valvata piscinalis","Valvata",3.003704,0.000318319,"brose"
"Valvata piscinalis","Valvata",2.843,0.000444333582,"lw.misc"
"Valvata sp","Valvata",NA,0.000206,"brose"
"Valvatidae","",2.61,0.002482657521,"lw.misc"
"Valvatidae ","Valvatidae",2.57,0.000553549708,"lw.misc"
"Vampyressa bidens","Vampyressa",NA,11.91,"Pantheria"
"Vampyressa brocki","Vampyressa",NA,48,"Pantheria"
"Vampyressa melissa","Vampyressa",NA,16.58,"Pantheria"
"Vampyressa nymphaea","Vampyressa",NA,69,"Pantheria"
"Vampyressa pusilla","Vampyressa",53,8.77,"Pantheria"
"Vampyressa thyone","Vampyressa",NA,7.17,"Pantheria"
"Vampyrodes caraccioli","Vampyrodes",NA,35.89,"Pantheria"
"Vampyrum spectrum","Vampyrum",NA,171.61,"Pantheria"
"Vanellus armatus","Vanellus",NA,156,"anAge"
"Vanellus armatus","Vanellus",NA,164.5,"avian"
"Vanellus armatus","Vanellus",NA,155.9552503,"sibly"
"Vanellus chilensis","Vanellus",NA,352.5,"avian"
"Vanellus coronatus","Vanellus",NA,163.5,"avian"
"Vanellus crassirostris","Vanellus",NA,170,"avian"
"Vanellus gregarius","Vanellus",NA,226,"avian"
"Vanellus gregarius","Vanellus",NA,224.3881924,"sibly"
"Vanellus indicus","Vanellus",NA,181.1340093,"sibly"
"Vanellus leucurus","Vanellus",NA,132.1295634,"sibly"
"Vanellus lugubris","Vanellus",NA,111.25,"avian"
"Vanellus malabaricus","Vanellus",NA,140,"avian"
"Vanellus melanocephalus","Vanellus",NA,213.5,"avian"
"Vanellus miles","Vanellus",NA,281.666666666667,"avian"
"Vanellus miles","Vanellus",NA,387.2576449,"sibly"
"Vanellus senegallus","Vanellus",NA,247.7422058,"sibly"
"Vanellus spinosus","Vanellus",NA,188,"anAge"
"Vanellus spinosus","Vanellus",NA,187.65,"avian"
"Vanellus spinosus","Vanellus",NA,187.9316817,"sibly"
"Vanellus tricolor","Vanellus",NA,184,"avian"
"Vanellus vanellus","Vanellus",NA,218.5,"anAge"
"Vanellus vanellus","Vanellus",NA,218.5,"avian"
"Vanellus vanellus","Vanellus",NA,218.2729912,"sibly"
"Vanessa io","Vanessa",NA,0.23,"ehnes"
"Vanzosaura rubricauda","Vanzosaura",31.62,0.7,"jzo"
"Varanus acanthurus","Varanus",193.75,132.7,"jzo"
"Varanus albigularis","Varanus",563,8000,"jzo"
"Varanus baritji","Varanus",252,180,"jzo"
"Varanus bengalensis","Varanus",610,4940,"jzo"
"Varanus brevicauda","Varanus",98.1,14.9,"jzo"
"Varanus caudolineatus","Varanus",103.4,14.3,"jzo"
"Varanus cumingi","Varanus",422,1383,"jzo"
"Varanus dumerilii","Varanus",346,988,"jzo"
"Varanus eremius","Varanus",138.5,40.1,"jzo"
"Varanus exanthematicus","Varanus",NA,35500,"anAge"
"Varanus exanthematicus","Varanus",344.75,709,"jzo"
"Varanus flavescens","Varanus",315.05,768.5,"jzo"
"Varanus giganteus","Varanus",584.1,5333.4,"jzo"
"Varanus gilleni","Varanus",127.65,65,"jzo"
"Varanus glauerti","Varanus",179.15,95,"jzo"
"Varanus glebopalma","Varanus",276.5,400,"jzo"
"Varanus gouldii","Varanus",950,NA,"brose"
"Varanus gouldii","Varanus",385.15,821.1,"jzo"
"Varanus griseus","Varanus",429.7,1221.5,"jzo"
"Varanus indicus","Varanus",421,1287,"jzo"
"Varanus jobiensis","Varanus",450,1300,"jzo"
"Varanus keithhornei","Varanus",250,230,"jzo"
"Varanus kingorum","Varanus",97.95,18.3,"jzo"
"Varanus komodoensis","Varanus",NA,87000,"anAge"
"Varanus komodoensis","Varanus",872.5,37140,"jzo"
"Varanus mabitang","Varanus",640,5750,"jzo"
"Varanus marmoratus","Varanus",479,2075.5,"jzo"
"Varanus mertensi","Varanus",365.15,1121.2,"jzo"
"Varanus mitchelli","Varanus",211.65,151.3,"jzo"
"Varanus niloticus","Varanus",537.5,2890,"jzo"
"Varanus nuchalis","Varanus",302.5,1120,"jzo"
"Varanus olivaceus","Varanus",654.3,5420,"jzo"
"Varanus ornatus","Varanus",925,7500,"jzo"
"Varanus panoptes","Varanus",423.5,2317,"jzo"
"Varanus pilbarensis","Varanus",131.25,30.3,"jzo"
"Varanus prasinus","Varanus",310,237.5,"jzo"
"Varanus primordius","Varanus",120,32.8,"jzo"
"Varanus rosenbergi","Varanus",381.6,1109,"jzo"
"Varanus rudicollis","Varanus",336,345,"jzo"
"Varanus salvadorii","Varanus",745,13000,"jzo"
"Varanus salvator","Varanus",571,4345,"jzo"
"Varanus scalaris","Varanus",205.18,103.4,"jzo"
"Varanus semiremex","Varanus",282,622,"jzo"
"Varanus spenceri","Varanus",500,6000,"jzo"
"Varanus storri","Varanus",116.2,26.9,"jzo"
"Varanus timorensis","Varanus",285,290,"jzo"
"Varanus tristis","Varanus",231.1,174.2,"jzo"
"Varanus varius","Varanus",570,6343,"jzo"
"Varecia rubra","Varecia",NA,3873,"anAge"
"Varecia rubra","Varecia",NA,3872.6,"Pantheria"
"Varecia variegata","Varecia",NA,3670,"anAge"
"Varecia variegata","Varecia",547.35,3849.99,"Pantheria"
"Vaunthompsonia inermis","Vaunthompsonia",12,NA,"brose"
"Vermicella annulata","Vermicella",482,14.5,"snakes"
"Vermivora celata","Vermivora",NA,9.25,"anAge"
"Vermivora celata","Vermivora",NA,9.13333333333333,"avian"
"Vermivora celata","Vermivora",NA,9.204495718,"sibly"
"Vermivora chrysoptera","Vermivora",NA,8.8,"anAge"
"Vermivora chrysoptera","Vermivora",NA,9.3,"avian"
"Vermivora chrysoptera","Vermivora",NA,8.749837752,"sibly"
"Vermivora crissalis","Vermivora",NA,10,"avian"
"Vermivora luciae","Vermivora",NA,6.6,"anAge"
"Vermivora luciae","Vermivora",NA,6.6,"avian"
"Vermivora peregrina","Vermivora",NA,8.5,"anAge"
"Vermivora peregrina","Vermivora",NA,9.55,"avian"
"Vermivora peregrina","Vermivora",NA,8.892011179,"sibly"
"Vermivora pinus","Vermivora",NA,8.35,"anAge"
"Vermivora pinus","Vermivora",NA,9.03333333333333,"avian"
"Vermivora pinus","Vermivora",NA,8.892011179,"sibly"
"Vermivora ruficapilla","Vermivora",NA,7.5,"anAge"
"Vermivora ruficapilla","Vermivora",NA,8.8,"avian"
"Vermivora ruficapilla","Vermivora",NA,8.090958992,"sibly"
"Vermivora virginiae","Vermivora",NA,8.2,"anAge"
"Vermivora virginiae","Vermivora",NA,8.2,"avian"
"Vertigo antivertigo","Vertigo",NA,0.000679225,"brose"
"Vertigo moulinsiana","Vertigo",NA,0.000676,"brose"
"Vertigo pygmaea","Vertigo",NA,0.00055,"brose"
"Vespadelus baverstocki","Vespadelus",NA,4.3,"Pantheria"
"Vespadelus darlingtoni","Vespadelus",NA,6.06,"Pantheria"
"Vespadelus douglasorum","Vespadelus",NA,4.99,"Pantheria"
"Vespadelus pumilus","Vespadelus",NA,5.4,"Pantheria"
"Vespadelus regulus","Vespadelus",NA,5.05,"Pantheria"
"Vespadelus vulturnus","Vespadelus",NA,3.77,"Pantheria"
"Vespertilio murinus","Vespertilio",NA,18.7,"anAge"
"Vespertilio murinus","Vespertilio",NA,15.42,"Pantheria"
"Vespertilio sinensis","Vespertilio",NA,24.3,"Pantheria"
"Vespidae","",14.36,0.04806192771,"lw.misc"
"Vestiaria coccinea","Vestiaria",NA,18.3,"anAge"
"Vestiaria coccinea","Vestiaria",NA,18.3,"avian"
"Vibilia antarctica","Vibilia",1.5,NA,"brose"
"Vibilia antarctica","Vibilia",1.5,NA,"brose"
"Vibilia stebbingi","Vibilia",1.5,NA,"brose"
"Vibilia stebbingi","Vibilia",1.5,NA,"brose"
"Vicugna pacos","Vicugna",NA,62000,"anAge"
"Vicugna vicugna","Vicugna",NA,50000,"anAge"
"Vicugna vicugna","Vicugna",1575,47499.61,"Pantheria"
"Vidua chalybeata","Vidua",NA,12.95,"avian"
"Vidua codringtoni","Vidua",NA,12.85,"avian"
"Vidua fischeri","Vidua",NA,12.25,"avian"
"Vidua funerea","Vidua",NA,13.2,"avian"
"Vidua hypocherina","Vidua",NA,11.9,"avian"
"Vidua interjecta","Vidua",NA,20.6,"avian"
"Vidua larvaticola","Vidua",NA,13.05,"avian"
"Vidua macroura","Vidua",NA,15.75,"avian"
"Vidua obtusa","Vidua",NA,20.85,"avian"
"Vidua orientalis","Vidua",NA,17.35,"avian"
"Vidua paradisaea","Vidua",NA,20.55,"avian"
"Vidua purpurascens","Vidua",NA,13.35,"avian"
"Vidua raricola","Vidua",NA,11.95,"avian"
"Vidua regia","Vidua",NA,14.35,"avian"
"Vidua wilsoni","Vidua",NA,13.1,"avian"
"Vieta bulbifera","Vieta",NA,0.479,"ehnes"
"Vieta muscosa","Vieta",NA,0.14,"ehnes"
"Vini peruviana","Vini",NA,29,"anAge"
"Vipera ammodytes","Vipera",646.5,210.9,"snakes"
"Vipera aspis","Vipera",561,79.65,"snakes"
"Vipera berus","Vipera",448.9,53.4,"snakes"
"Vipera kaznakovi","Vipera",522.25,52.1,"snakes"
"Vipera latastei","Vipera",550,87,"snakes"
"Vipera ursinii","Vipera",450,65,"snakes"
"Vireo altiloquus","Vireo",NA,17.9,"avian"
"Vireo atricapilla","Vireo",NA,8.65,"anAge"
"Vireo atricapillus","Vireo",NA,8.73333333333333,"avian"
"Vireo bairdi","Vireo",NA,12,"avian"
"Vireo bellii","Vireo",NA,10,"anAge"
"Vireo bellii","Vireo",NA,9.36666666666667,"avian"
"Vireo bellii","Vireo",NA,8.49180475,"sibly"
"Vireo brevipennis","Vireo",NA,11.8,"avian"
"Vireo caribaeus","Vireo",NA,9.3,"avian"
"Vireo carmioli","Vireo",NA,12.45,"avian"
"Vireo cassinii","Vireo",NA,14.6,"avian"
"Vireo crassirostris","Vireo",NA,13.1,"avian"
"Vireo flavifrons","Vireo",NA,18,"anAge"
"Vireo flavifrons","Vireo",NA,18,"avian"
"Vireo gilvus","Vireo",NA,15,"anAge"
"Vireo gilvus","Vireo",NA,12.206,"avian"
"Vireo griseus","Vireo",NA,12,"anAge"
"Vireo griseus","Vireo",NA,11.6,"avian"
"Vireo griseus","Vireo",NA,11.40249788,"sibly"
"Vireo huttoni","Vireo",NA,11.3,"anAge"
"Vireo huttoni","Vireo",NA,11.1333333333333,"avian"
"Vireo latimeri","Vireo",NA,12,"anAge"
"Vireo latimeri","Vireo",NA,11.2,"avian"
"Vireo magister","Vireo",NA,15.4,"avian"
"Vireo modestus","Vireo",NA,9.6,"avian"
"Vireo nelsoni","Vireo",NA,9.4,"avian"
"Vireo olivaceus","Vireo",NA,17,"anAge"
"Vireo olivaceus","Vireo",NA,16.6298333333333,"avian"
"Vireo olivaceus","Vireo",NA,16.06941253,"sibly"
"Vireo pallens","Vireo",NA,11.6,"avian"
"Vireo philadelphicus","Vireo",NA,12,"anAge"
"Vireo philadelphicus","Vireo",NA,12.2,"avian"
"Vireo plumbeus","Vireo",NA,16.25,"avian"
"Vireo solitarius","Vireo",NA,16,"anAge"
"Vireo solitarius","Vireo",NA,15.7666666666667,"avian"
"Vireo vicinior","Vireo",NA,12.4,"anAge"
"Vireo vicinior","Vireo",NA,12.5333333333333,"avian"
"Virginia striatula","Virginia",183,3.3,"snakes"
"Virginia valeriae","Virginia",232.7,7.2,"snakes"
"Viridonia parva","Viridonia",NA,10.15,"avian"
"Vitrina limpida","Vitrina",3.29,0.0053,"lw.misc"
"Vitrina limpida","Vitrina",3.29,0.00139,"lw.misc"
"Viverra civettina","Viverra",NA,12061,"anAge"
"Viverra civettina","Viverra",843.04,12061.27,"Pantheria"
"Viverra tangalunga","Viverra",NA,7350,"anAge"
"Viverra tangalunga","Viverra",655.78,7349.99,"Pantheria"
"Viverra zibetha","Viverra",NA,10000,"anAge"
"Viverra zibetha","Viverra",816.76,9148.77,"Pantheria"
"Viverricula indica","Viverricula",NA,3000,"anAge"
"Viverricula indica","Viverricula",539.19,2918.88,"Pantheria"
"Viviparidae","",8.64,0.06236425382,"lw.misc"
"Vombatus ursinus","Vombatus",NA,25500,"anAge"
"Vombatus ursinus","Vombatus",986.78,26000,"Pantheria"
"Vormela peregusna","Vormela",NA,542.5,"anAge"
"Vormela peregusna","Vormela",319.52,594.13,"Pantheria"
"Vulpes bengalensis","Vulpes",NA,2375,"anAge"
"Vulpes bengalensis","Vulpes",521.66,2514.4,"Pantheria"
"Vulpes cana","Vulpes",NA,1000,"anAge"
"Vulpes cana","Vulpes",425.92,988.5,"Pantheria"
"Vulpes chama","Vulpes",NA,4000,"anAge"
"Vulpes chama","Vulpes",532.2,2919.8,"Pantheria"
"Vulpes corsac","Vulpes",NA,2700,"anAge"
"Vulpes corsac","Vulpes",578.27,2615.33,"Pantheria"
"Vulpes ferrilata","Vulpes",600.05,5543.74,"Pantheria"
"Vulpes lagopus","Vulpes",NA,4400,"anAge"
"Vulpes lagopus","Vulpes",564.81,3584.37,"Pantheria"
"Vulpes macrotis","Vulpes",NA,2134.5,"anAge"
"Vulpes macrotis","Vulpes",NA,4499.97,"Pantheria"
"Vulpes pallida","Vulpes",NA,2800,"anAge"
"Vulpes pallida","Vulpes",429.21,2800.01,"Pantheria"
"Vulpes rueppellii","Vulpes",NA,3200,"anAge"
"Vulpes rueppellii","Vulpes",458.63,3249.97,"Pantheria"
"Vulpes velox","Vulpes",NA,2084.5,"anAge"
"Vulpes velox","Vulpes",503.79,2088,"Pantheria"
"Vulpes vulpes","Vulpes",NA,4356,"anAge"
"Vulpes vulpes","Vulpes",NA,5000,"brose"
"Vulpes vulpes","Vulpes",627.12,4820.36,"Pantheria"
"Vulpes zerda","Vulpes",NA,1204.6,"anAge"
"Vulpes zerda","Vulpes",374.23,1317.13,"Pantheria"
"Vultur gryphus","Vultur",NA,10500,"anAge"
"Vultur gryphus","Vultur",NA,11246.04974,"sibly"
"Walckenaeria nudipalpis","Walckenaeria",NA,3e-04,"brose"
"Waldeckia obesa","Waldeckia",35,NA,"brose"
"Wallabia bicolor","Wallabia",NA,14625,"anAge"
"Wallabia bicolor","Wallabia",NA,14999.95,"Pantheria"
"Walterinnesia aegyptia","Walterinnesia",868.65,320.8,"snakes"
"Wiedomys pyrrhorhinos","Wiedomys",NA,47,"anAge"
"Wiedomys pyrrhorhinos","Wiedomys",NA,46.7,"Pantheria"
"Wilfredomys oenax","Wilfredomys",NA,46.8,"Pantheria"
"Wilsonema otophorum","Wilsonema",0.305,2.6e-08,"brose"
"Wilsonia canadensis","Wilsonia",NA,10,"anAge"
"Wilsonia canadensis","Wilsonia",NA,10.4,"avian"
"Wilsonia citrina","Wilsonia",NA,11.3,"anAge"
"Wilsonia citrina","Wilsonia",NA,10.4666666666667,"avian"
"Wilsonia pusilla","Wilsonia",NA,7,"anAge"
"Wilsonia pusilla","Wilsonia",NA,7.93333333333333,"avian"
"Winklerites durmitorensis ","Winklerites",2,NA,"carabid"
"Winklerites hercegovinensis","Winklerites",1,NA,"carabid"
"Winklerites kuciensis","Winklerites",2,NA,"carabid"
"Winklerites lagrecai","Winklerites",1.5,NA,"carabid"
"Winklerites olympicus","Winklerites",2,NA,"carabid"
"Winklerites paganettii ","Winklerites",2,NA,"carabid"
"Winklerites perpusillus","Winklerites",0.5,NA,"carabid"
"Winklerites weiratheri ","Winklerites",2,NA,"carabid"
"Wyulda squamicaudata","Wyulda",NA,1700,"anAge"
"Wyulda squamicaudata","Wyulda",NA,1799.21,"Pantheria"
"Xanthippus corallipes","Xanthippus",NA,2.3022,"ehnes"
"Xanthocephalus xanthocephalus","Xanthocephalus",NA,75.75,"anAge"
"Xanthocephalus xanthocephalus","Xanthocephalus",NA,69.5,"avian"
"Xanthocnemis","",7.935,0.002229,"lw.misc"
"Xantholinus linearis","Xantholinus",7.5,NA,"brose"
"Xanthomus cyprius","Xanthomus",7.35,NA,"teneb"
"Xanthomus graecus","Xanthomus",7.35,NA,"teneb"
"Xanthomus grimmi","Xanthomus",7.4,NA,"teneb"
"Xanthomus interstitialis","Xanthomus",8.9,NA,"teneb"
