"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species group","subclass","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe"
2822,"Pseudopus apodus","species","672774","Craniata",NA,"Anguidae","Pseudopus",NA,NA,"Metazoa","Squamata","Anguimorpha","Chordata","Pseudopus apodus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2823,"Pseudorasbora parva","species","51549","Actinopteri",NA,"Cyprinidae","Pseudorasbora","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Pseudorasbora parva",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2824,"Pseudorca crassidens","species","82174","Mammalia",NA,"Delphinidae","Pseudorca",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Pseudorca crassidens",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2825,"Pseudoscaphirhynchus kaufmanni","species","55290","Actinopteri",NA,"Acipenseridae","Pseudoscaphirhynchus",NA,NA,"Metazoa","Acipenseriformes",NA,"Chordata","Pseudoscaphirhynchus kaufmanni",NA,"Chondrostei","Acipenserinae",NA,NA,"Acipenseroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Scaphirhychini"
2826,"Pseudotriton montanus","species","324349","Amphibia",NA,"Plethodontidae","Pseudotriton",NA,NA,"Metazoa","Caudata",NA,"Chordata","Pseudotriton montanus",NA,NA,"Hemidactyliinae",NA,NA,NA,"Craniata",NA,NA,"Salamandroidea","Eukaryota","Batrachia",NA
2827,"Pternistis squamatus","genus","1756210","Aves",NA,"Phasianidae","Pternistis",NA,NA,"Metazoa","Galliformes",NA,"Chordata",NA,NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2828,"Pternistis swainsonii","genus","1756210","Aves",NA,"Phasianidae","Pternistis",NA,NA,"Metazoa","Galliformes",NA,"Chordata",NA,NA,NA,"Perdicinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2829,"Pterophyllum scalare","species","74131","Actinopteri",NA,"Cichlidae","Pterophyllum","Teleostei",NA,"Metazoa","Cichliformes",NA,"Chordata","Pterophyllum scalare",NA,"Neopterygii","Cichlasomatinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cichlomorphae","Heroini"
2830,"Pteropus poliocephalus","species","9403","Mammalia",NA,"Pteropodidae","Pteropus",NA,NA,"Metazoa","Chiroptera",NA,"Chordata","Pteropus poliocephalus",NA,NA,"Pteropodinae",NA,NA,"Megachiroptera","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2831,"Pteropus tonganus","species","77217","Mammalia",NA,"Pteropodidae","Pteropus",NA,NA,"Metazoa","Chiroptera",NA,"Chordata","Pteropus tonganus",NA,NA,"Pteropodinae",NA,NA,"Megachiroptera","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2832,"Pterostichus constrictus","genus","41078","Insecta","Holometabola","Carabidae","Pterostichus","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Pterostichini"
2833,"Pterostichus permundus","genus","41078","Insecta","Holometabola","Carabidae","Pterostichus","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Pterostichini"
2834,"Pterostichus sp.","genus","41078","Insecta","Holometabola","Carabidae","Pterostichus","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Pterostichini"
2835,"Pterostichus vulgaris","genus","41078","Insecta","Holometabola","Carabidae","Pterostichus","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Harpalinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Pterostichini"
2836,"Ptychadena mascareniensis","species","88031","Amphibia",NA,"Ptychadenidae","Ptychadena",NA,NA,"Metazoa","Anura",NA,"Chordata","Ptychadena mascareniensis",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2837,"Ptychadena sp.","genus","88030","Amphibia",NA,"Ptychadenidae","Ptychadena",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2838,"Ptychocheilus grandis","species","164606","Actinopteri",NA,"Cyprinidae","Ptychocheilus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Ptychocheilus grandis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2839,"Ptychocheilus oregonensis","species","71769","Actinopteri",NA,"Cyprinidae","Ptychocheilus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Ptychocheilus oregonensis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2840,"Ptyodactylus hasselquistii","species","502504","Craniata",NA,"Phyllodactylidae","Ptyodactylus",NA,"Gekkota","Metazoa","Squamata",NA,"Chordata","Ptyodactylus hasselquistii",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2841,"Pugettia producta","species","504418","Malacostraca",NA,"Epialtidae","Pugettia",NA,"Brachyura","Metazoa","Decapoda",NA,"Arthropoda","Pugettia producta",NA,"Eumalacostraca",NA,NA,NA,"Pleocyemata","Crustacea",NA,NA,"Majoidea","Eukaryota","Eucarida",NA
2842,"Pulex irritans","species","173820","Insecta","Holometabola","Pulicidae","Pulex","Neoptera",NA,"Metazoa","Siphonaptera",NA,"Arthropoda","Pulex irritans",NA,"Pterygota","Pulicinae",NA,NA,"Pulicomorpha",NA,NA,"Hexapoda","Pulicoidea","Eukaryota",NA,NA
2843,"Puma concolor","species","9696","Mammalia",NA,"Felidae","Puma",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Puma concolor",NA,NA,"Felinae",NA,NA,"Feliformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2844,"Puma yagouaroundi","species","1608482","Mammalia",NA,"Felidae","Puma",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Puma yagouaroundi",NA,NA,"Felinae",NA,NA,"Feliformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2845,"Punctoribates punctum","species","1720615","Arachnida",NA,"Punctoribatidae","Punctoribates",NA,NA,"Metazoa","Oribatida",NA,"Arthropoda","Punctoribates punctum",NA,"Acari",NA,NA,NA,"Brachypylina","Chelicerata",NA,NA,"Ceratozetoidea","Eukaryota","Acariformes",NA
2846,"Pungitius pungitius","species","134920","Actinopteri",NA,"Gasterosteidae","Pungitius","Teleostei","Gasterosteales","Metazoa","Perciformes",NA,"Chordata","Pungitius pungitius",NA,"Neopterygii",NA,NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2847,"Puntigrus tetrazona","species","1606681","Actinopteri",NA,"Cyprinidae","Puntigrus","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Puntigrus tetrazona",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2848,"Puntius gonionotus","genus","27707","Actinopteri",NA,"Cyprinidae","Puntius","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2849,"Puntius sophore","species","205134","Actinopteri",NA,"Cyprinidae","Puntius","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Puntius sophore",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2850,"Pupilla blandi","species","1586009","Gastropoda",NA,"Pupillidae","Pupilla",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Pupilla blandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupilloidea","Eukaryota",NA,NA
2851,"Pupilla muscorum","species","225749","Gastropoda",NA,"Pupillidae","Pupilla",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Pupilla muscorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupilloidea","Eukaryota",NA,NA
2852,"Pupilla sterri","genus","225748","Gastropoda",NA,"Pupillidae","Pupilla",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupilloidea","Eukaryota",NA,NA
2853,"Pupilla triplicata","species","1586007","Gastropoda",NA,"Pupillidae","Pupilla",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Pupilla triplicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupilloidea","Eukaryota",NA,NA
2854,"Pupoides albilabris","species","318154","Gastropoda",NA,"Pupillidae","Pupoides",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Pupoides albilabris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupilloidea","Eukaryota",NA,NA
2855,"Pusa caspica","species","693431","Mammalia",NA,"Phocidae","Pusa",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Pusa caspica",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2856,"Pusa hispida","species","9718","Mammalia",NA,"Phocidae","Pusa",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Pusa hispida",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2857,"Pusa sibirica","species","9719","Mammalia",NA,"Phocidae","Pusa",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Pusa sibirica",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2858,"Pycnonotus cafer","species","1003839","Aves",NA,"Pycnonotidae","Pycnonotus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pycnonotus cafer",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2859,"Pycnonotus jocosus","species","182897","Aves",NA,"Pycnonotidae","Pycnonotus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pycnonotus jocosus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2861,"Pycnoscelus surinamensis","species","36961","Insecta","Polyneoptera","Blaberidae","Pycnoscelus","Neoptera",NA,"Metazoa","Blattodea",NA,"Arthropoda","Pycnoscelus surinamensis",NA,"Pterygota","Pycnoscelinae",NA,NA,NA,NA,NA,"Hexapoda","Blaberoidea","Eukaryota",NA,NA
2862,"Pylodictis olivaris","species","75288","Actinopteri",NA,"Ictaluridae","Pylodictis","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Pylodictis olivaris",NA,"Neopterygii",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
2863,"Pyrrholaemus brunneus","species","720589","Aves",NA,"Acanthizidae","Pyrrholaemus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pyrrholaemus brunneus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2864,"Pyrrhosoma nymphula","species","197171","Insecta",NA,"Coenagrionidae","Pyrrhosoma","Palaeoptera",NA,"Metazoa","Odonata",NA,"Arthropoda","Pyrrhosoma nymphula",NA,"Pterygota",NA,NA,NA,"Zygoptera",NA,NA,"Hexapoda","Coenagrionoidea","Eukaryota",NA,NA
2865,"Python molurus","species","51750","Craniata",NA,"Pythonidae","Python",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Python molurus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2866,"Python regius","species","51751","Craniata",NA,"Pythonidae","Python",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Python regius",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2867,"Python reticulatus","genus","37579","Craniata",NA,"Pythonidae","Python",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2868,"Python sebae","species","51752","Craniata",NA,"Pythonidae","Python",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Python sebae",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Henophidia","Eukaryota","Lepidosauria",NA
2869,"Quiscalus niger","species","84781","Aves",NA,"Icteridae","Quiscalus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Quiscalus niger",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2870,"Quiscalus quiscula","species","84782","Aves",NA,"Icteridae","Quiscalus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Quiscalus quiscula",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2871,"Quiscalus versicolor","genus","64277","Aves",NA,"Icteridae","Quiscalus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2872,"Rachycentron canadum","species","141264","Actinopteri",NA,"Rachycentridae","Rachycentron","Teleostei",NA,"Metazoa","Carangiformes",NA,"Chordata","Rachycentron canadum",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2873,"Racovitzia glacialis","species","202073","Actinopteri",NA,"Bathydraconidae","Racovitzia","Teleostei",NA,"Metazoa","Perciformes",NA,"Chordata","Racovitzia glacialis",NA,"Neopterygii",NA,NA,NA,"Notothenioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2874,"Radix ampla","species","161082","Gastropoda",NA,"Lymnaeidae","Radix",NA,NA,"Metazoa","Lymnaeoidea",NA,"Mollusca","Radix ampla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lymnaeoidea","Eukaryota",NA,NA
2875,"Radix ovata","genus","55689","Gastropoda",NA,"Lymnaeidae","Radix",NA,NA,"Metazoa","Lymnaeoidea",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lymnaeoidea","Eukaryota",NA,NA
2876,"Radix peregra","species","55690","Gastropoda",NA,"Lymnaeidae","Radix",NA,NA,"Metazoa","Lymnaeoidea",NA,"Mollusca","Radix peregra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lymnaeoidea","Eukaryota",NA,NA
2877,"Raja alba","genus","7780","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata",NA,NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2878,"Raja asterias","species","182852","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja asterias",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2879,"Raja batis","genus","7780","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata",NA,NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2880,"Raja brachyura","species","223862","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja brachyura",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2881,"Raja clavata","species","7781","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja clavata",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2882,"Raja microocellata","species","223863","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja microocellata",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2883,"Raja miraletus","species","182853","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja miraletus",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2884,"Raja punctata","genus","7780","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata",NA,NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2885,"Raja radula","species","223860","Chondrichthyes",NA,"Rajidae","Raja",NA,NA,"Metazoa","Rajiformes",NA,"Chordata","Raja radula",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Batoidea",NA
2886,"Rallus aquaticus","species","54496","Aves",NA,"Rallidae","Rallus",NA,NA,"Metazoa","Gruiformes",NA,"Chordata","Rallus aquaticus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2887,"Rallus longirostris","species","54361","Aves",NA,"Rallidae","Rallus",NA,NA,"Metazoa","Gruiformes",NA,"Chordata","Rallus longirostris",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2888,"Ramellogammarus vancouverensis","species","315716","Malacostraca",NA,"Anisogammaridae","Ramellogammarus",NA,"Gammarida","Metazoa","Amphipoda","Gammaridira","Arthropoda","Ramellogammarus vancouverensis",NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Gammaroidea","Eukaryota","Peracarida",NA
2889,"Rana arvalis","species","156871","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana arvalis",NA,NA,NA,"Rana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2890,"Rana cancrivora","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2891,"Rana capito","species","299684","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana capito",NA,NA,NA,"Pantherana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2892,"Rana catesbeiana","species","8400","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana catesbeiana",NA,NA,NA,"Aquarana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2893,"Rana clamitans","species","145282","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana clamitans",NA,NA,NA,"Aquarana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2894,"Rana esculenta","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2895,"Rana esculentus","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2896,"Rana guentheri","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2897,"Rana japonica","species","8402","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana japonica",NA,NA,NA,"Rana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2898,"Rana montezumae","species","299680","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana montezumae",NA,NA,NA,"Pantherana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2899,"Rana ornativentris","species","79016","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana ornativentris",NA,NA,NA,"Rana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2900,"Rana pipiens","species","8404","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana pipiens",NA,NA,NA,"Pantherana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2901,"Rana plancyi","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2902,"Rana ridibunda","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2903,"Rana rugosa","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2904,"Rana septentrionalis","species","190274","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana septentrionalis",NA,NA,NA,"Lithobates",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2905,"Rana sp.","species","8441","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana sp.",NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2906,"Rana tagoi","species","113384","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana tagoi",NA,NA,NA,"Rana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2907,"Rana temporaria","species","8407","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana temporaria",NA,NA,NA,"Rana",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2908,"Rana tigrina","genus","8399","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2909,"Rana zweifeli","species","299667","Amphibia",NA,"Ranidae","Rana",NA,NA,"Metazoa","Anura",NA,"Chordata","Rana zweifeli",NA,NA,NA,"Zweifelia",NA,"Neobatrachia","Craniata",NA,NA,"Ranoidea","Eukaryota","Batrachia",NA
2910,"Raneya brasiliensis","species","458605","Actinopteri",NA,"Ophidiidae","Raneya","Teleostei",NA,"Metazoa","Ophidiiformes",NA,"Chordata","Raneya brasiliensis",NA,"Neopterygii","Ophidiinae",NA,NA,"Ophidioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2911,"Rangifer tarandus","species","9870","Mammalia",NA,"Cervidae","Rangifer",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Rangifer tarandus",NA,NA,"Odocoileinae",NA,NA,"Ruminantia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2912,"Raphicerus sharpei","species","66436","Mammalia",NA,"Bovidae","Raphicerus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Raphicerus sharpei",NA,NA,"Antilopinae",NA,NA,"Ruminantia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2913,"Rasbora borapetensis","species","496993","Actinopteri",NA,"Cyprinidae","Rasbora","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Rasbora borapetensis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2914,"Rattus annandalei","species","1799704","Mammalia",NA,"Muridae","Rattus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Rattus annandalei",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2915,"Rattus argentiventer","species","83752","Mammalia",NA,"Muridae","Rattus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Rattus argentiventer",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2916,"Rattus assimilis","genus","10114","Mammalia",NA,"Muridae","Rattus",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2917,"Rattus bowersi","genus","10114","Mammalia",NA,"Muridae","Rattus",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
